time (s),Piezo Monitor (mV),PD Voltage (mV)
0.0,40.28443250831629,2093.5697500534075
0.00025,63.17331461531419,2070.9860530411693
0.0005,57.37479781487472,2059.3890194402907
0.00075,57.37479781487472,2013.6112552262948
0.001,34.48591570787683,2139.3475142674033
0.00125,63.17331461531419,2070.9860530411693
0.0015,40.28443250831629,2036.1949522385328
0.00175,57.37479781487472,2070.9860530411693
0.002,63.17331461531419,2070.9860530411693
0.0022500000000000003,45.77776421399579,2081.9727164525284
0.0025,57.37479781487472,2070.9860530411693
0.00275,57.37479781487472,2059.3890194402907
0.003,74.77034821619313,2025.2082888271736
0.0032500000000000003,91.86071352275155,2139.3475142674033
0.0035,51.57628101443525,2139.3475142674033
0.00375,91.86071352275155,2047.7919858394116
0.004,57.37479781487472,2047.7919858394116
0.00425,86.06219672231208,2093.5697500534075
0.0045000000000000005,80.56886501663259,2070.9860530411693
0.00475,57.37479781487472,2070.9860530411693
0.005,63.17331461531419,2047.7919858394116
0.00525,68.97183141575366,2059.3890194402907
0.0055,57.37479781487472,2093.5697500534075
0.00575,63.17331461531419,2105.1667836542865
0.006,74.77034821619313,2139.3475142674033
0.00625,86.06219672231208,2081.9727164525284
0.006500000000000001,68.97183141575366,2070.9860530411693
0.00675,63.17331461531419,2105.1667836542865
0.007,45.77776421399579,2081.9727164525284
0.00725,97.65923032319101,2059.3890194402907
0.0075,51.57628101443525,2116.763817255165
0.00775,63.17331461531419,2059.3890194402907
0.008,74.77034821619313,2070.9860530411693
0.00825,57.37479781487472,2105.1667836542865
0.0085,80.56886501663259,2093.5697500534075
0.00875,40.28443250831629,2059.3890194402907
0.009000000000000001,74.77034821619313,2036.1949522385328
0.00925,74.77034821619313,2013.6112552262948
0.0095,97.65923032319101,2047.7919858394116
0.00975,51.57628101443525,2047.7919858394116
0.01,86.06219672231208,2036.1949522385328
0.01025,86.06219672231208,2047.7919858394116
0.0105,57.37479781487472,2036.1949522385328
0.010750000000000001,34.48591570787683,2047.7919858394116
0.011,63.17331461531419,2059.3890194402907
0.01125,63.17331461531419,2105.1667836542865
0.0115,51.57628101443525,2081.9727164525284
0.01175,68.97183141575366,2059.3890194402907
0.012,68.97183141575366,2047.7919858394116
0.01225,86.06219672231208,2093.5697500534075
0.0125,57.37479781487472,2059.3890194402907
0.012750000000000001,63.17331461531419,2093.5697500534075
0.013000000000000001,91.86071352275155,2093.5697500534075
0.01325,74.77034821619313,2059.3890194402907
0.0135,57.37479781487472,2105.1667836542865
0.01375,63.17331461531419,2081.9727164525284
0.014,57.37479781487472,2036.1949522385328
0.01425,86.06219672231208,2047.7919858394116
0.0145,40.28443250831629,2093.5697500534075
0.014750000000000001,97.65923032319101,2047.7919858394116
0.015,74.77034821619313,2036.1949522385328
0.01525,51.57628101443525,2013.6112552262948
0.0155,57.37479781487472,2025.2082888271736
0.01575,86.06219672231208,2093.5697500534075
0.016,57.37479781487472,2047.7919858394116
0.01625,74.77034821619313,2013.6112552262948
0.0165,45.77776421399579,2093.5697500534075
0.01675,74.77034821619313,2116.763817255165
0.017,68.97183141575366,2013.6112552262948
0.01725,63.17331461531419,2002.0142216254158
0.0175,45.77776421399579,2059.3890194402907
0.017750000000000002,34.48591570787683,2047.7919858394116
0.018000000000000002,57.37479781487472,2059.3890194402907
0.01825,91.86071352275155,2070.9860530411693
0.0185,57.37479781487472,2036.1949522385328
0.01875,68.97183141575366,2093.5697500534075
0.019,68.97183141575366,2059.3890194402907
0.01925,63.17331461531419,2116.763817255165
0.0195,57.37479781487472,2002.0142216254158
0.01975,91.86071352275155,2070.9860530411693
0.02,91.86071352275155,2059.3890194402907
0.02025,74.77034821619313,2025.2082888271736
0.0205,103.45774712363048,2105.1667836542865
0.02075,57.37479781487472,2127.7504806665243
0.021,63.17331461531419,2070.9860530411693
0.02125,63.17331461531419,2025.2082888271736
0.021500000000000002,34.48591570787683,2047.7919858394116
0.021750000000000002,80.56886501663259,2036.1949522385328
0.022,80.56886501663259,2070.9860530411693
0.02225,51.57628101443525,2070.9860530411693
0.0225,86.06219672231208,2036.1949522385328
0.02275,74.77034821619313,2139.3475142674033
0.023,74.77034821619313,2036.1949522385328
0.02325,57.37479781487472,2036.1949522385328
0.0235,68.97183141575366,2081.9727164525284
0.02375,63.17331461531419,2059.3890194402907
0.024,91.86071352275155,2002.0142216254158
0.02425,103.45774712363048,2002.0142216254158
0.0245,40.28443250831629,2081.9727164525284
0.02475,63.17331461531419,2127.7504806665243
0.025,97.65923032319101,2036.1949522385328
0.02525,97.65923032319101,2105.1667836542865
0.025500000000000002,63.17331461531419,2081.9727164525284
0.025750000000000002,97.65923032319101,2081.9727164525284
0.026000000000000002,80.56886501663259,2105.1667836542865
0.02625,63.17331461531419,2047.7919858394116
0.0265,103.45774712363048,2070.9860530411693
0.02675,63.17331461531419,2070.9860530411693
0.027,45.77776421399579,2127.7504806665243
0.02725,74.77034821619313,2093.5697500534075
0.0275,103.45774712363048,2105.1667836542865
0.02775,57.37479781487472,2070.9860530411693
0.028,63.17331461531419,2070.9860530411693
0.02825,57.37479781487472,2081.9727164525284
0.0285,80.56886501663259,2036.1949522385328
0.02875,63.17331461531419,2070.9860530411693
0.029,11.291848506118962,2093.5697500534075
0.02925,91.86071352275155,2105.1667836542865
0.029500000000000002,103.45774712363048,2093.5697500534075
0.029750000000000002,74.77034821619313,2059.3890194402907
0.03,68.97183141575366,2105.1667836542865
0.03025,74.77034821619313,2081.9727164525284
0.0305,103.45774712363048,2116.763817255165
0.03075,57.37479781487472,2105.1667836542865
0.031,68.97183141575366,2025.2082888271736
0.03125,57.37479781487472,2093.5697500534075
0.0315,51.57628101443525,2070.9860530411693
0.03175,68.97183141575366,2093.5697500534075
0.032,51.57628101443525,2105.1667836542865
0.03225,11.291848506118962,2070.9860530411693
0.0325,68.97183141575366,2093.5697500534075
0.03275,80.56886501663259,2025.2082888271736
0.033,57.37479781487472,2116.763817255165
0.03325,97.65923032319101,2127.7504806665243
0.0335,74.77034821619313,2081.9727164525284
0.03375,74.77034821619313,2116.763817255165
0.034,74.77034821619313,2081.9727164525284
0.03425,74.77034821619313,2070.9860530411693
0.0345,63.17331461531419,2025.2082888271736
0.03475,97.65923032319101,2070.9860530411693
0.035,51.57628101443525,2013.6112552262948
0.035250000000000004,63.17331461531419,2116.763817255165
0.035500000000000004,34.48591570787683,2081.9727164525284
0.035750000000000004,91.86071352275155,2025.2082888271736
0.036000000000000004,68.97183141575366,2081.9727164525284
0.03625,68.97183141575366,2025.2082888271736
0.0365,63.17331461531419,2105.1667836542865
0.03675,51.57628101443525,2139.3475142674033
0.037,51.57628101443525,2093.5697500534075
0.03725,40.28443250831629,2059.3890194402907
0.0375,80.56886501663259,2105.1667836542865
0.03775,74.77034821619313,2036.1949522385328
0.038,68.97183141575366,2059.3890194402907
0.03825,109.25626392406996,2059.3890194402907
0.0385,28.68739890743736,2013.6112552262948
0.03875,63.17331461531419,2025.2082888271736
0.039,45.77776421399579,2047.7919858394116
0.03925,86.06219672231208,2025.2082888271736
0.0395,34.48591570787683,2093.5697500534075
0.03975,120.85329752494889,2116.763817255165
0.04,68.97183141575366,2070.9860530411693
0.04025,45.77776421399579,2070.9860530411693
0.0405,86.06219672231208,2047.7919858394116
0.04075,40.28443250831629,2081.9727164525284
0.041,63.17331461531419,2081.9727164525284
0.04125,80.56886501663259,2105.1667836542865
0.0415,80.56886501663259,2116.763817255165
0.04175,91.86071352275155,2093.5697500534075
0.042,86.06219672231208,2105.1667836542865
0.04225,74.77034821619313,2036.1949522385328
0.0425,34.48591570787683,2070.9860530411693
0.04275,74.77034821619313,2070.9860530411693
0.043000000000000003,45.77776421399579,2036.1949522385328
0.043250000000000004,86.06219672231208,2116.763817255165
0.043500000000000004,80.56886501663259,2081.9727164525284
0.043750000000000004,86.06219672231208,2127.7504806665243
0.044,80.56886501663259,2105.1667836542865
0.04425,80.56886501663259,2047.7919858394116
0.0445,45.77776421399579,2036.1949522385328
0.04475,63.17331461531419,2070.9860530411693
0.045,57.37479781487472,2127.7504806665243
0.04525,74.77034821619313,2036.1949522385328
0.0455,91.86071352275155,2070.9860530411693
0.04575,57.37479781487472,2070.9860530411693
0.046,57.37479781487472,2059.3890194402907
0.04625,74.77034821619313,2036.1949522385328
0.0465,103.45774712363048,2093.5697500534075
0.04675,57.37479781487472,2139.3475142674033
0.047,45.77776421399579,2025.2082888271736
0.04725,80.56886501663259,2116.763817255165
0.0475,51.57628101443525,2025.2082888271736
0.04775,80.56886501663259,2059.3890194402907
0.048,86.06219672231208,2093.5697500534075
0.04825,57.37479781487472,2059.3890194402907
0.0485,86.06219672231208,2093.5697500534075
0.04875,63.17331461531419,2070.9860530411693
0.049,51.57628101443525,2070.9860530411693
0.04925,51.57628101443525,2036.1949522385328
0.0495,80.56886501663259,2059.3890194402907
0.04975,51.57628101443525,2105.1667836542865
0.05,80.56886501663259,2070.9860530411693
0.05025,74.77034821619313,2025.2082888271736
0.0505,91.86071352275155,2081.9727164525284
0.05075,63.17331461531419,2093.5697500534075
0.051000000000000004,45.77776421399579,2047.7919858394116
0.051250000000000004,68.97183141575366,2070.9860530411693
0.051500000000000004,91.86071352275155,2036.1949522385328
0.051750000000000004,57.37479781487472,2070.9860530411693
0.052000000000000005,97.65923032319101,2081.9727164525284
0.05225,51.57628101443525,2047.7919858394116
0.0525,63.17331461531419,2081.9727164525284
0.05275,80.56886501663259,2047.7919858394116
0.053,63.17331461531419,2059.3890194402907
0.05325,74.77034821619313,2047.7919858394116
0.0535,40.28443250831629,2070.9860530411693
0.05375,68.97183141575366,2025.2082888271736
0.054,51.57628101443525,2093.5697500534075
0.05425,86.06219672231208,2025.2082888271736
0.0545,51.57628101443525,2070.9860530411693
0.05475,45.77776421399579,2070.9860530411693
0.055,80.56886501663259,2002.0142216254158
0.05525,74.77034821619313,2070.9860530411693
0.0555,74.77034821619313,2093.5697500534075
0.05575,86.06219672231208,2047.7919858394116
0.056,40.28443250831629,2081.9727164525284
0.05625,97.65923032319101,2036.1949522385328
0.0565,22.888882106997894,2127.7504806665243
0.05675,68.97183141575366,2116.763817255165
0.057,63.17331461531419,2002.0142216254158
0.05725,57.37479781487472,2059.3890194402907
0.0575,74.77034821619313,2081.9727164525284
0.05775,97.65923032319101,2070.9860530411693
0.058,74.77034821619313,2070.9860530411693
0.05825,63.17331461531419,2059.3890194402907
0.0585,97.65923032319101,2047.7919858394116
0.058750000000000004,74.77034821619313,2059.3890194402907
0.059000000000000004,68.97183141575366,2070.9860530411693
0.059250000000000004,63.17331461531419,2116.763817255165
0.059500000000000004,63.17331461531419,2059.3890194402907
0.059750000000000004,45.77776421399579,2059.3890194402907
0.06,34.48591570787683,2059.3890194402907
0.06025,120.85329752494889,2105.1667836542865
0.0605,34.48591570787683,2139.3475142674033
0.06075,63.17331461531419,2013.6112552262948
0.061,68.97183141575366,2070.9860530411693
0.06125,34.48591570787683,2070.9860530411693
0.0615,103.45774712363048,2059.3890194402907
0.06175,51.57628101443525,2093.5697500534075
0.062,22.888882106997894,2025.2082888271736
0.06225,86.06219672231208,2070.9860530411693
0.0625,40.28443250831629,2105.1667836542865
0.06275,63.17331461531419,2013.6112552262948
0.063,63.17331461531419,2105.1667836542865
0.06325,51.57628101443525,2059.3890194402907
0.0635,45.77776421399579,2105.1667836542865
0.06375,80.56886501663259,2059.3890194402907
0.064,28.68739890743736,2059.3890194402907
0.06425,39.97924741355632,2113.1015961180456
0.0645,57.37479781487472,2078.9208655049288
0.06475,103.1525620288705,2055.7267983031707
0.065,45.77776421399579,2044.129764702292
0.06525,57.37479781487472,2067.3238319040497
0.0655,57.37479781487472,2055.7267983031707
0.06575,91.86071352275155,2067.3238319040497
0.066,68.66664632099368,2067.3238319040497
0.06625,91.86071352275155,2067.3238319040497
0.0665,51.57628101443525,2055.7267983031707
0.06675,74.46516312143315,2067.3238319040497
0.067,34.18073061311686,1998.9623706778161
0.06725,45.77776421399579,2055.7267983031707
0.0675,103.1525620288705,2067.3238319040497
0.06775,114.74959562974944,1987.365337076937
0.068,63.17331461531419,2078.9208655049288
0.06825,74.46516312143315,2089.907528916288
0.0685,86.06219672231208,2033.143101290933
0.06875,57.37479781487472,2021.546067690054
0.069,86.06219672231208,2055.7267983031707
0.06925,80.26367992187262,2009.949034089175
0.0695,74.46516312143315,2078.9208655049288
0.06975,68.66664632099368,2089.907528916288
0.07,63.17331461531419,2033.143101290933
0.07025,51.57628101443525,2067.3238319040497
0.07050000000000001,68.66664632099368,2124.0882595294047
0.07075000000000001,114.74959562974944,2021.546067690054
0.07100000000000001,45.77776421399579,2101.5045625171665
0.07125000000000001,68.66664632099368,2044.129764702292
0.07150000000000001,68.66664632099368,2055.7267983031707
0.07175000000000001,68.66664632099368,2009.949034089175
0.07200000000000001,74.46516312143315,1998.9623706778161
0.07225,57.37479781487472,2033.143101290933
0.0725,45.77776421399579,2055.7267983031707
0.07275,68.66664632099368,2089.907528916288
0.073,74.46516312143315,2055.7267983031707
0.07325,80.26367992187262,2067.3238319040497
0.0735,91.86071352275155,2055.7267983031707
0.07375,63.17331461531419,2067.3238319040497
0.074,51.57628101443525,2113.1015961180456
0.07425,57.37479781487472,2089.907528916288
0.0745,63.17331461531419,2055.7267983031707
0.07475,91.86071352275155,2067.3238319040497
0.075,80.26367992187262,2055.7267983031707
0.07525,86.06219672231208,2055.7267983031707
0.0755,80.26367992187262,2089.907528916288
0.07575,91.86071352275155,2021.546067690054
0.076,91.86071352275155,2113.1015961180456
0.07625,63.17331461531419,2055.7267983031707
0.0765,63.17331461531419,2021.546067690054
0.07675,17.09036530655843,2124.0882595294047
0.077,68.66664632099368,2067.3238319040497
0.07725,57.37479781487472,2124.0882595294047
0.0775,68.66664632099368,2055.7267983031707
0.07775,51.57628101443525,2021.546067690054
0.078,91.86071352275155,2089.907528916288
0.07825,80.26367992187262,2055.7267983031707
0.0785,68.66664632099368,2089.907528916288
0.07875,34.18073061311686,2033.143101290933
0.079,45.77776421399579,2055.7267983031707
0.07925,51.57628101443525,2078.9208655049288
0.0795,114.74959562974944,2113.1015961180456
0.07975,97.65923032319101,2067.3238319040497
0.08,86.06219672231208,2078.9208655049288
0.08025,74.46516312143315,2033.143101290933
0.0805,68.66664632099368,2089.907528916288
0.08075,68.66664632099368,2124.0882595294047
0.081,57.37479781487472,2135.6852931302833
0.08125,39.97924741355632,2033.143101290933
0.0815,86.06219672231208,2044.129764702292
0.08175,91.86071352275155,2021.546067690054
0.082,45.77776421399579,2101.5045625171665
0.08225,57.37479781487472,2067.3238319040497
0.0825,68.66664632099368,2021.546067690054
0.08275,63.17331461531419,2101.5045625171665
0.083,74.46516312143315,2033.143101290933
0.08325,45.77776421399579,2044.129764702292
0.0835,45.77776421399579,2044.129764702292
0.08375,28.68739890743736,2135.6852931302833
0.084,74.46516312143315,2089.907528916288
0.08425,86.06219672231208,2067.3238319040497
0.0845,80.26367992187262,2055.7267983031707
0.08475,74.46516312143315,1987.365337076937
0.085,63.17331461531419,2033.143101290933
0.08525,63.17331461531419,1975.7683034760582
0.0855,91.86071352275155,2067.3238319040497
0.08575,63.17331461531419,2055.7267983031707
0.08600000000000001,39.97924741355632,2078.9208655049288
0.08625000000000001,74.46516312143315,2078.9208655049288
0.08650000000000001,57.37479781487472,2078.9208655049288
0.08675000000000001,86.06219672231208,2101.5045625171665
0.08700000000000001,57.37479781487472,2101.5045625171665
0.08725000000000001,74.46516312143315,2021.546067690054
0.08750000000000001,86.06219672231208,2101.5045625171665
0.08775000000000001,97.65923032319101,2101.5045625171665
0.088,51.57628101443525,2101.5045625171665
0.08825,86.06219672231208,2044.129764702292
0.0885,39.97924741355632,2101.5045625171665
0.08875,51.57628101443525,2009.949034089175
0.089,51.57628101443525,1975.7683034760582
0.08925,57.37479781487472,2033.143101290933
0.0895,57.37479781487472,2089.907528916288
0.08975,57.37479781487472,2089.907528916288
0.09,63.17331461531419,2067.3238319040497
0.09025,34.18073061311686,2078.9208655049288
0.0905,97.65923032319101,2033.143101290933
0.09075,126.34662923062838,2067.3238319040497
0.091,51.57628101443525,2055.7267983031707
0.09125,39.97924741355632,2113.1015961180456
0.0915,51.57628101443525,2067.3238319040497
0.09175,91.86071352275155,2078.9208655049288
0.092,68.66664632099368,2067.3238319040497
0.09225,45.77776421399579,2021.546067690054
0.0925,68.66664632099368,2055.7267983031707
0.09275,68.66664632099368,2089.907528916288
0.093,80.26367992187262,2089.907528916288
0.09325,86.06219672231208,2044.129764702292
0.0935,74.46516312143315,1987.365337076937
0.09375,57.37479781487472,2089.907528916288
0.094,68.66664632099368,2033.143101290933
0.09425,39.97924741355632,2124.0882595294047
0.0945,74.46516312143315,2089.907528916288
0.09475,86.06219672231208,2033.143101290933
0.095,39.97924741355632,2021.546067690054
0.09525,97.65923032319101,2101.5045625171665
0.0955,74.46516312143315,2033.143101290933
0.09575,51.57628101443525,2078.9208655049288
0.096,28.68739890743736,2078.9208655049288
0.09625,51.57628101443525,2033.143101290933
0.0965,57.37479781487472,2101.5045625171665
0.09675,80.26367992187262,2089.907528916288
0.097,63.17331461531419,2067.3238319040497
0.09725,57.37479781487472,2101.5045625171665
0.0975,86.06219672231208,2033.143101290933
0.09775,68.66664632099368,2033.143101290933
0.098,68.66664632099368,2101.5045625171665
0.09825,63.17331461531419,2033.143101290933
0.0985,68.66664632099368,2078.9208655049288
0.09875,57.37479781487472,2078.9208655049288
0.099,39.97924741355632,2044.129764702292
0.09925,34.18073061311686,2055.7267983031707
0.0995,80.26367992187262,2044.129764702292
0.09975,51.57628101443525,2078.9208655049288
0.1,51.57628101443525,2078.9208655049288
0.10025,103.1525620288705,2078.9208655049288
0.1005,57.37479781487472,2067.3238319040497
0.10075,86.06219672231208,1998.9623706778161
0.101,108.95107882930998,2044.129764702292
0.10125,68.66664632099368,2009.949034089175
0.1015,45.77776421399579,2021.546067690054
0.10175000000000001,68.66664632099368,2055.7267983031707
0.10200000000000001,74.46516312143315,2044.129764702292
0.10225000000000001,57.37479781487472,1987.365337076937
0.10250000000000001,51.57628101443525,1975.7683034760582
0.10275000000000001,68.66664632099368,2055.7267983031707
0.10300000000000001,80.26367992187262,2033.143101290933
0.10325000000000001,63.17331461531419,2044.129764702292
0.10350000000000001,74.46516312143315,2067.3238319040497
0.10375000000000001,97.65923032319101,2033.143101290933
0.10400000000000001,74.46516312143315,2067.3238319040497
0.10425,51.57628101443525,2101.5045625171665
0.1045,91.86071352275155,2021.546067690054
0.10475,63.17331461531419,2044.129764702292
0.105,45.77776421399579,2009.949034089175
0.10525,57.37479781487472,2101.5045625171665
0.1055,39.97924741355632,2169.8660237434005
0.10575,57.37479781487472,2033.143101290933
0.106,74.46516312143315,2055.7267983031707
0.10625,28.68739890743736,2044.129764702292
0.1065,57.37479781487472,2101.5045625171665
0.10675,51.57628101443525,2055.7267983031707
0.107,86.06219672231208,1975.7683034760582
0.10725,57.37479781487472,2044.129764702292
0.1075,45.77776421399579,2044.129764702292
0.10775,74.46516312143315,2101.5045625171665
0.108,57.37479781487472,2055.7267983031707
0.10825,57.37479781487472,2078.9208655049288
0.1085,57.37479781487472,2033.143101290933
0.10875,80.26367992187262,2101.5045625171665
0.109,74.46516312143315,2078.9208655049288
0.10925,57.37479781487472,2009.949034089175
0.1095,80.26367992187262,2021.546067690054
0.10975,57.37479781487472,2044.129764702292
0.11,80.26367992187262,2067.3238319040497
0.11025,39.97924741355632,2147.2823267311624
0.1105,51.57628101443525,2044.129764702292
0.11075,51.57628101443525,2113.1015961180456
0.111,57.37479781487472,2101.5045625171665
0.11125,57.37479781487472,2009.949034089175
0.1115,34.18073061311686,2113.1015961180456
0.11175,68.66664632099368,2055.7267983031707
0.112,91.86071352275155,2033.143101290933
